1.213029884715940732e+01,6.877594284653286039e+00,-5.359427992906241833e+00,1.192929436301429291e+01
1.220482563515939667e+01,6.838626487867579762e+00,-4.956378422263392203e+00,1.315507271176430670e+01
1.125266452398082606e+01,7.080000347439002972e+00,-3.560471964477682771e+00,1.371042568212145163e+01
9.919737307873687016e+00,6.505770287903288818e+00,-2.972100055941954810e+00,1.172185237083573028e+01
9.886725348516543832e+00,6.620432020796154227e+00,-2.676080355334814254e+00,1.259171948394287277e+01
8.476192151695114418e+00,7.354052638903291417e+00,-3.058150901656250031e+00,1.055474926697857185e+01
7.512188721266535474e+00,7.682565175117567868e+00,-2.796988177834817346e+00,6.851860065692875423e+00
6.842157023159395557e+00,7.604192635689007496e+00,-2.347609590763401588e+00,4.132037377907165521e+00
3.248472132373681820e+00,7.457522099117572800e+00,-2.426904130834823814e+00,1.080077207942861994e+00
-6.582289405548920058e-01,6.817806941510432317e+00,-1.893924795263387750e+00,-1.787269001807146651e+00
-4.227077006876328369e+00,6.133087542653287372e+00,-6.087934842276793157e-01,-6.051141559378554469e+00
-6.442974658983461111e+00,5.116418376153291092e+00,8.028908301294686023e-01,-8.444473610735704128e+00
-1.281897466509060912e+01,4.577013165046134979e+00,2.692200527366058749e-01,-1.102832502741427234e+01
-1.593237163812632140e+01,4.014861256439003157e+00,2.640829592308027163e+00,-1.431495710873570815e+01
-2.217459858187632804e+01,2.008300909260429368e+00,1.536090139058038373e+00,-1.845050368641426530e+01
-2.576652697030490202e+01,1.138759317046147412e+00,1.519637636308041495e+00,-2.283283674059284252e+01
-3.435955667062632557e+01,-7.758590080252848464e-01,1.504599201651737050e-01,-2.680316862841428005e+01
-3.642763976487631084e+01,-1.387455088882433074e+00,-1.078418796263398205e+00,-2.853352173805712511e+01
-3.702855874234061417e+01,-1.359433958882428017e+00,-8.477854626562597584e-01,-3.446593449712855062e+01
-4.033603137576916708e+01,-6.275126724181429028e-01,-1.637276895263397591e+00,-3.668007004130712545e+01
-4.180765382569774857e+01,-2.292521378110044250e-01,-1.501351681906247126e+00,-3.737910395791426765e+01
-3.896655274734059304e+01,4.382669541532858704e-01,-1.274598165334822397e+00,-3.738276285959284451e+01
-4.017364488459059402e+01,-5.006051449181337931e-01,-1.881625012656237717e+00,-3.769459286627142802e+01
-4.037897470309061276e+01,8.294103479615191898e-02,-2.911077406941960266e+00,-3.690870806469998655e+01
-3.790718724069774481e+01,-2.384519516453845522e+00,-2.463028780870538448e+00,-3.262655323737855895e+01
-3.480481458962631791e+01,-1.453975701310992852e+00,-2.972242179549108965e+00,-3.308275505030712083e+01
-3.260409128326917028e+01,-4.670101959895670563e-01,-3.059830208348240932e-01,-3.215529444841426709e+01
-3.115013202530488812e+01,-3.691363088242789053e-02,-1.914335680049114474e+00,-2.783758602280714101e+01
-2.678470255937631705e+01,9.792090266175657032e-01,-9.339937565491059912e-01,-2.423756790709284914e+01
-2.599094874016201828e+01,3.390589554403289352e+00,-3.682900589906255906e+00,-2.040943984759284291e+01
-2.401189981341203250e+01,3.850913034689008363e+00,-5.591102045441966872e+00,-1.742271238191427685e+01
-2.174560947576916448e+01,3.638618971474715469e+00,-6.459487679799106097e+00,-1.399206776269998720e+01
-1.985405532312631038e+01,4.787075625153286218e+00,-7.377875423656250931e+00,-9.901106377735702679e+00
-1.545056002123346595e+01,5.939733434474719687e+00,-5.478091007299107140e+00,-5.704148662557137150e+00
-1.283905294562632093e+01,6.130469391010429980e+00,-5.376159585727679158e+00,-1.569867984235713720e+00
-1.159425375359059807e+01,6.621516295831862742e+00,-5.522477477799108136e+00,2.742695788192869522e+00
-9.701875703554890151e+00,7.553394430403293391e+00,-6.037228851477676628e+00,8.333155654978586568e+00
-8.723209327197752216e+00,8.012027142510415700e+00,-6.746864215191956227e+00,1.129622050994287186e+01
-7.558795158662036329e+00,7.873504926010419958e+00,-6.582159142049115452e+00,1.215837827551429307e+01
-6.128845986804890345e+00,8.924011386117582489e+00,-6.096984924084831725e+00,1.772196708969286405e+01
-5.951071894477470980e-01,8.884009823153283136e+00,-5.694569924334834887e+00,1.965370686826430102e+01
3.376501029445112767e+00,1.127499047651042474e+01,-5.322630604299097179e+00,2.283634979737144022e+01
6.703723961195111158e+00,9.532112187260439740e+00,-6.723705254549112276e+00,2.324845310737143933e+01
8.774220362516539140e+00,8.836323864331863120e+00,-6.769120264191960779e+00,2.521455967212144245e+01
1.346853774994511710e+01,7.858987580903288972e+00,-6.516452117799104826e+00,2.753104507605001672e+01
1.200831389755225231e+01,5.809219450403288576e+00,-5.749324978477679871e+00,2.777560196569286433e+01
1.673917228015940495e+01,3.741745291760427694e+00,-4.045537720156261230e+00,2.780818075147857726e+01
1.801093832862366995e+01,3.951679734439015323e+00,-2.682940766013396150e+00,2.887077533330000634e+01
2.341499692651654030e+01,3.853869983189002202e+00,-1.356932492441964344e+00,2.988610916430001296e+01
2.362131205373081144e+01,4.394565696546144373e+00,-6.953762639776641663e-01,3.011919198655001040e+01
2.658244422930224360e+01,2.857495039581842811e+00,9.769688833437523146e-01,3.128693226287144213e+01
2.732757636430224935e+01,3.596226026224720762e+00,1.342967685629462560e+00,3.452710338165714887e+01
2.761234441305225573e+01,2.918716587760428638e+00,2.483661392022331160e+00,3.869601960072858304e+01
2.775155545440939520e+01,2.803090755224709518e+00,2.458081710165170630e+00,3.948796430983572492e+01
2.939034106026653959e+01,3.529565547617567578e+00,2.419364036558042663e+00,3.884001756962144469e+01
2.967766798905224590e+01,4.526768077724715234e+00,2.631483989272315416e+00,4.039528239080001271e+01
2.964568049487368739e+01,4.816470696617577651e+00,2.362270547843751789e+00,4.196959534765714039e+01
2.933582002255226584e+01,4.256662109510431335e+00,3.000440160022329827e+00,3.839968921855001582e+01
2.924027268894510456e+01,3.791798418581870500e+00,2.425984994486607871e+00,3.912215821687142636e+01
3.154147719201653643e+01,2.882933671867569991e+00,3.086200550022319966e+00,4.195105861590716501e+01
3.125982244612368532e+01,3.643509334260422783e+00,2.736470954165176828e+00,4.220256789569287292e+01
3.444456872708796880e+01,2.081079758081858078e+00,3.158461775950899497e+00,4.153977302412143757e+01
3.725051672130225455e+01,3.884249084724708645e+00,5.206804255415184990e+00,4.338087830108572263e+01
