6.037623153823680866e+00,2.008027014149003975e+00,8.406670766494608316e-01,5.629202686314299875e+00
5.723691584652049968e+00,1.972510921660074246e+00,8.412504386813285384e-01,5.429778364709811456e+00
5.164606084302704403e+00,1.724844206704682970e+00,7.252065580258389987e-01,5.124952786302600316e+00
4.706328252651423405e+00,1.383326073694914893e+00,8.064924475208161692e-01,4.852254349260812560e+00
4.886003043574270066e+00,1.078367357677610494e+00,8.690828102974478275e-01,4.894365126915420028e+00
5.087159781832130356e+00,1.260314172301238100e+00,1.095162348804933794e+00,4.767266567099698982e+00
4.202006987673785332e+00,1.006587194139892283e+00,1.032518316992120821e+00,4.070381262940686362e+00
3.227068613266705022e+00,1.862302184570533148e-01,9.122022829999720805e-01,2.790141194782460587e+00
3.049607849955717320e+00,-3.221589925738775895e-01,5.418799342054843038e-01,2.519355733572604450e+00
2.471014163541528141e+00,-2.943123743776436818e-01,3.111345765013910358e-01,2.021400887231135535e+00
4.067055879217493786e-01,-5.077147800171678549e-01,-1.024201886683044016e+00,-8.201826521754366217e-01
-2.369935572588976136e+00,-5.925447481325067933e-01,-2.803137984360955848e+00,-4.485483860159806824e+00
-5.085651773820173638e+00,8.831478638437152695e-02,-4.458882979291480808e+00,-7.956232372036051714e+00
-8.869375600790315062e+00,7.759998464189954426e-01,-6.431104646576533135e+00,-1.264066389560770176e+01
-1.347238828576349334e+01,1.355052010787322514e+00,-8.658294161720540671e+00,-1.885694234645533029e+01
-1.937521203792296021e+01,1.630912140270749822e+00,-1.112618579595571155e+01,-2.559867503442991676e+01
-2.554435782586018888e+01,1.511530675092944032e+00,-1.345339150674540640e+01,-3.146824019990354415e+01
-3.169896569596754787e+01,1.463712787830868445e+00,-1.578582394125588806e+01,-3.751717850612089933e+01
-3.744490596352481759e+01,1.750111962476137872e+00,-1.921658442987381576e+01,-4.463480173726681954e+01
-4.413077526220522628e+01,5.494183887242861664e-01,-2.221121261611945030e+01,-5.238303816025193527e+01
-4.974896082901734928e+01,1.642708505228473781e+00,-2.603733012768974220e+01,-5.853503946134901526e+01
-5.479307055117994452e+01,1.964751290771699299e+00,-2.916798439023578382e+01,-6.438557130541691720e+01
-6.072157129393142583e+01,2.604081285240998689e+00,-3.175804738029646757e+01,-7.107719371007883069e+01
-6.561498587706196872e+01,2.300966888347110828e+00,-3.379478090959053560e+01,-7.766819249509502754e+01
-7.016775867095097396e+01,2.409747616288430372e+00,-3.643026922054885830e+01,-8.281081575169048392e+01
-7.548764349198057744e+01,1.965273467948353447e+00,-3.918487518557530791e+01,-8.850913773688458264e+01
-7.939127368942830287e+01,1.121187875376997933e+00,-4.017087175212253669e+01,-9.336053940516170258e+01
-8.216036880937772935e+01,4.602197861018867409e-01,-4.190884115369262730e+01,-9.770585654640372297e+01
-8.495779844230639810e+01,-1.134738704107908891e+00,-4.251823794572769089e+01,-1.000816323044181502e+02
-8.654893080563164176e+01,-1.128021675680803249e+00,-4.359062386332302452e+01,-1.015766051561497250e+02
